question_idx,question,expected_chunk_ids,retrieved_top10_ids,rrf_scores,semantic_ranks,bm25_ranks
102,Fiziki şəxslərin bank hesablarından hansı minimum məbləğdən başlayaraq xarici valyuta köçürmələri statistik hesabata daxil edilir?,“Fiziki şəxslərin bank hesablarından Azərbaycan Respublikasından kənara köçürülən xarici valyuta haqqında statistik hesabatın tərtibi və təqdim edilməsinə dair Təlimat”ın təsdiq edilməsi barədə_art_2_5,“Fiziki şəxslərin bank hesablarından Azərbaycan Respublikasından kənara köçürülən xarici valyuta haqqında statistik hesabatın tərtibi və təqdim edilməsinə dair Təlimat”ın təsdiq edilməsi barədə_art_1_4|Azərbaycan Respublikası Prezidentinin Fərmanı_art_2_12|“Fiziki şəxslərin bank hesablarından Azərbaycan Respublikasından kənara köçürülən xarici valyuta haqqında statistik hesabatın tərtibi və təqdim edilməsinə dair Təlimat”ın təsdiq edilməsi barədə_art_2_5|“Fiziki şəxslərin bank hesablarından Azərbaycan Respublikasından kənara köçürülən xarici valyuta haqqında statistik hesabatın tərtibi və təqdim edilməsinə dair Təlimat”ın təsdiq edilməsi barədə_art_3_6|“Fiziki şəxslərin bank hesablarından Azərbaycan Respublikasından kənara köçürülən xarici valyuta haqqında statistik hesabatın tərtibi və təqdim edilməsinə dair Təlimat”ın təsdiq edilməsi barədə_art_1_2|“Fiziki şəxslərin bank hesablarından Azərbaycan Respublikasından kənara köçürülən xarici valyuta haqqında statistik hesabatın tərtibi və təqdim edilməsinə dair Təlimat”ın təsdiq edilməsi barədə_intro_1|Azərbaycan Respublikası Prezidentinin Fərmanı_art_2_5_part3|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_2_6_part1|Azərbaycan Respublikası Prezidentinin Fərmanı_art_3_13|Azərbaycan Respublikası Prezidentinin Fərmanı_art_2_5_part2,“Fiziki şəxslərin bank hesablarından Azərbaycan Respublikasından kənara köçürülən xarici valyuta haqqında statistik hesabatın tərtibi və təqdim edilməsinə dair Təlimat”ın təsdiq edilməsi barədə_art_1_4:0.032266|Azərbaycan Respublikası Prezidentinin Fərmanı_art_2_12:0.031258|“Fiziki şəxslərin bank hesablarından Azərbaycan Respublikasından kənara köçürülən xarici valyuta haqqında statistik hesabatın tərtibi və təqdim edilməsinə dair Təlimat”ın təsdiq edilməsi barədə_art_2_5:0.030622|“Fiziki şəxslərin bank hesablarından Azərbaycan Respublikasından kənara köçürülən xarici valyuta haqqında statistik hesabatın tərtibi və təqdim edilməsinə dair Təlimat”ın təsdiq edilməsi barədə_art_3_6:0.030282|“Fiziki şəxslərin bank hesablarından Azərbaycan Respublikasından kənara köçürülən xarici valyuta haqqında statistik hesabatın tərtibi və təqdim edilməsinə dair Təlimat”ın təsdiq edilməsi barədə_art_1_2:0.029911|“Fiziki şəxslərin bank hesablarından Azərbaycan Respublikasından kənara köçürülən xarici valyuta haqqında statistik hesabatın tərtibi və təqdim edilməsinə dair Təlimat”ın təsdiq edilməsi barədə_intro_1:0.029857|Azərbaycan Respublikası Prezidentinin Fərmanı_art_2_5_part3:0.029670|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_2_6_part1:0.029631|Azərbaycan Respublikası Prezidentinin Fərmanı_art_3_13:0.029236|Azərbaycan Respublikası Prezidentinin Fərmanı_art_2_5_part2:0.028958,3|5|2|1|4|8|10|7|6|15,1|3|9|12|10|6|5|8|11|4
103,Balansdankənar əməliyyatlar bank riskinin mövcudluğuna görə hansı iki qrupa təsnifləşdirilir?,“QEYDƏ ALINMIŞDIR” “TƏSDİQ EDİRƏM”_art_3_4,“QEYDƏ ALINMIŞDIR” “TƏSDİQ EDİRƏM”_art_3_4|“QEYDƏ ALINMIŞDIR” “TƏSDİQ EDİRƏM”_art_4_5|Banklarda əməliyyat risklərinin idarə edilməsi Qaydası_art_3_8_part2|“QEYDƏ ALINMIŞDIR” “TƏSDİQ EDİRƏM”_art_2_3|ba0d73daa9275fa1fe1e4694b_intro_1_part20|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının bank sistemində ödəniş vasitələrinin maliyyə hesabatlarında uçotu Qaydaları_art_5_7|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının bank sistemində ödəniş vasitələrinin maliyyə hesabatlarında uçotu Qaydaları_art_2_3_part1|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_2_6|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_9_16_part3|baab9bc790127f849f8ac1040_intro_1_part22,“QEYDƏ ALINMIŞDIR” “TƏSDİQ EDİRƏM”_art_3_4:0.032787|“QEYDƏ ALINMIŞDIR” “TƏSDİQ EDİRƏM”_art_4_5:0.032002|Banklarda əməliyyat risklərinin idarə edilməsi Qaydası_art_3_8_part2:0.029236|“QEYDƏ ALINMIŞDIR” “TƏSDİQ EDİRƏM”_art_2_3:0.028629|ba0d73daa9275fa1fe1e4694b_intro_1_part20:0.028043|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının bank sistemində ödəniş vasitələrinin maliyyə hesabatlarında uçotu Qaydaları_art_5_7:0.015873|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının bank sistemində ödəniş vasitələrinin maliyyə hesabatlarında uçotu Qaydaları_art_2_3_part1:0.015625|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_2_6:0.015625|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_9_16_part3:0.015385|baab9bc790127f849f8ac1040_intro_1_part22:0.015152,1|3|11|2|19|||4|5|6,1|2|6|20|5|3|4|||
104,Bu Qaydaların qüvvəyə minməsi ilə əlaqədar hansı əvvəlki sənəd öz qüvvəsini itirmiş hesab edilir?,“QEYDƏ ALINMIŞDIR”_art_6_7,“QEYDƏ ALINMIŞDIR”_art_6_7|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının Bank sistemində əmanətlərin (depozitlərin) uçot Qaydaları_art_3_4|05dc79d9-43f7-4a71-aa62-709a43c03f7d_art_7_8|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_V_art_2_108_part1|“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_10|_Banklar haqqında_ Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə_intro_1|“QEYDƏ ALINMIŞDIR” “TƏSDİQ EDİRƏM”_art_6_7|402 _Azərbaycan Respublikasının Milli Bankı haqqında_ Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə_intro_1|“Dövlət qeydiyyatına alınmışdır_art_22_27|4a6fbf3ba5bf66fda98b121c7_art_2_3,“QEYDƏ ALINMIŞDIR”_art_6_7:0.032787|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının Bank sistemində əmanətlərin (depozitlərin) uçot Qaydaları_art_3_4:0.030415|05dc79d9-43f7-4a71-aa62-709a43c03f7d_art_7_8:0.016129|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_V_art_2_108_part1:0.015873|“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_10:0.015873|_Banklar haqqında_ Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə_intro_1:0.015625|“QEYDƏ ALINMIŞDIR” “TƏSDİQ EDİRƏM”_art_6_7:0.015625|402 _Azərbaycan Respublikasının Milli Bankı haqqında_ Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə_intro_1:0.015385|“Dövlət qeydiyyatına alınmışdır_art_22_27:0.015385|4a6fbf3ba5bf66fda98b121c7_art_2_3:0.015152,1|10|2|3|||4||5|6,1|2|||3|4||5||
105,"Bu Qaydalarda ""kənar auditor"" anlayışı hansı mənanı ifadə edir?",“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin kənar auditorlarına dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_1_7,“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin kənar auditorlarına dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_1_7|«Dövlət qeydiyyatına alınmışdır»_art_2_2|Azərbaycan Respublikasının 1999-cu il 22 iyun tarixli 689-IQ nömrəli Qanunu ilə təsdiq edilmiş «Ədalət mühakiməsinin rəsmi embleminin təsviri»ndə dəyişiklik edilməsi barədə_art_1_2|009aa733c2e8a69d2ccc41bf4_art_1_2|590-IIQ-Banklar haqqında_ch_V_art_44_65|İnformasiya Sistemlərinin Təhlükəsizliyi Qaydaları_art_2_6|8a4d0220-9312-4ef2-88e8-c65b607a186a_art_2_17|Banklar Haqqında Qanun_ch_V_art_44_65|faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_2_17|“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin kənar auditorlarına dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_8,“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin kənar auditorlarına dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_1_7:0.030282|«Dövlət qeydiyyatına alınmışdır»_art_2_2:0.029287|Azərbaycan Respublikasının 1999-cu il 22 iyun tarixli 689-IQ nömrəli Qanunu ilə təsdiq edilmiş «Ədalət mühakiməsinin rəsmi embleminin təsviri»ndə dəyişiklik edilməsi barədə_art_1_2:0.016393|009aa733c2e8a69d2ccc41bf4_art_1_2:0.016129|590-IIQ-Banklar haqqında_ch_V_art_44_65:0.015873|İnformasiya Sistemlərinin Təhlükəsizliyi Qaydaları_art_2_6:0.015873|8a4d0220-9312-4ef2-88e8-c65b607a186a_art_2_17:0.015625|Banklar Haqqında Qanun_ch_V_art_44_65:0.015625|faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_2_17:0.015385|“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin kənar auditorlarına dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_8:0.015385,1|2|||3|||4||5,12|16|1|2||3|4||5|
106,Bu Qərardan irəli gələn məsələlərin həlli hansı struktur bölmə üzərinə tapşırılıb?,“İpoteka örtüyünün reyestrinin aparılması və sərəncamçı tərəfindən ipoteka örtüyünün yoxlanılmasının nəticələri barədə hesabata dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4,dd1aa268-4de2-48ab-8953-c87d3f1c74e3_art_3_4|“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4|“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin kənar auditorlarına dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4|“İnvestisiya şirkətinin davamlı kapital tələbləri haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4|“İnvestisiya qiymətli kağızlarının qiymətinin sabitləşdirilməsi haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4|“İpoteka örtüyünün reyestrinin aparılması və sərəncamçı tərəfindən ipoteka örtüyünün yoxlanılmasının nəticələri barədə hesabata dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4|“Ödəmə qabiliyyətini itirmiş bankların rezolyusiyası və sağlamlaşdırma tədbirləri çərçivəsində qeyri-işlək (toksik) aktivlərin təqdim edilməsi Qaydası”nın təsdiq edilməsi haqqında_art_3_4|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_25_44|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_4_23|“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin kənar auditorlarına dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3,dd1aa268-4de2-48ab-8953-c87d3f1c74e3_art_3_4:0.032522|“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4:0.032018|“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin kənar auditorlarına dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4:0.031754|“İnvestisiya şirkətinin davamlı kapital tələbləri haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4:0.031746|“İnvestisiya qiymətli kağızlarının qiymətinin sabitləşdirilməsi haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4:0.030536|“İpoteka örtüyünün reyestrinin aparılması və sərəncamçı tərəfindən ipoteka örtüyünün yoxlanılmasının nəticələri barədə hesabata dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4:0.030536|“Ödəmə qabiliyyətini itirmiş bankların rezolyusiyası və sağlamlaşdırma tədbirləri çərçivəsində qeyri-işlək (toksik) aktivlərin təqdim edilməsi Qaydası”nın təsdiq edilməsi haqqında_art_3_4:0.027778|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_25_44:0.027364|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_4_23:0.014925|“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin kənar auditorlarına dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3:0.014925,1|4|2|3|6|5|12|19||7,2|1|4|3|5|6|12|8|7|
107,2023-cü ilin ilk yarımilinə görə bank sistemi üzrə ani likvidlik əmsalı hansı səviyyədə olub və bu minimum normativi neçə dəfə üstələyib?,09b9304488242be054f8c2eb6_intro_1_part14,98a6608d0eb4e83b612fde01f_art_4_13_part3|baab9bc790127f849f8ac1040_intro_1_part11|ba0d73daa9275fa1fe1e4694b_intro_1_part11|1db1173040cd0364af5d7f0d2_intro_1_part15|1dfb892e-6204-4404-9166-c861f06996fa_art_6_12|ba0d73daa9275fa1fe1e4694b_intro_1_part13|98a6608d0eb4e83b612fde01f_intro_1_part2|ba0d73daa9275fa1fe1e4694b_intro_1_part12|1dfb892e-6204-4404-9166-c861f06996fa_art_7_13_part1|1db1173040cd0364af5d7f0d2_intro_1_part13,98a6608d0eb4e83b612fde01f_art_4_13_part3:0.030886|baab9bc790127f849f8ac1040_intro_1_part11:0.030777|ba0d73daa9275fa1fe1e4694b_intro_1_part11:0.029857|1db1173040cd0364af5d7f0d2_intro_1_part15:0.029387|1dfb892e-6204-4404-9166-c861f06996fa_art_6_12:0.028629|ba0d73daa9275fa1fe1e4694b_intro_1_part13:0.028624|98a6608d0eb4e83b612fde01f_intro_1_part2:0.028372|ba0d73daa9275fa1fe1e4694b_intro_1_part12:0.026847|1dfb892e-6204-4404-9166-c861f06996fa_art_7_13_part1:0.026154|1db1173040cd0364af5d7f0d2_intro_1_part13:0.016393,1|4|6|3|20|13|17|14|15|,9|6|8|14|2|7|5|15|18|1
108,Likvidliyin örtülmə əmsalı (LCR) hansı düsturla hesablanır və onun əsas məqsədi nədir?,1db1173040cd0364af5d7f0d2_intro_1_part15,1db1173040cd0364af5d7f0d2_intro_1_part15|baab9bc790127f849f8ac1040_intro_1_part11|1dfb892e-6204-4404-9166-c861f06996fa_art_7_13_part1|ba0d73daa9275fa1fe1e4694b_intro_1_part11|98a6608d0eb4e83b612fde01f_art_4_13_part2|1dfb892e-6204-4404-9166-c861f06996fa_art_7_13_part3|ba0d73daa9275fa1fe1e4694b_intro_1_part12|ba0d73daa9275fa1fe1e4694b_intro_1_part13|1dfb892e-6204-4404-9166-c861f06996fa_art_7_13_part2|1dfb892e-6204-4404-9166-c861f06996fa_art_6_12,1db1173040cd0364af5d7f0d2_intro_1_part15:0.032018|baab9bc790127f849f8ac1040_intro_1_part11:0.031054|1dfb892e-6204-4404-9166-c861f06996fa_art_7_13_part1:0.030798|ba0d73daa9275fa1fe1e4694b_intro_1_part11:0.030536|98a6608d0eb4e83b612fde01f_art_4_13_part2:0.030282|1dfb892e-6204-4404-9166-c861f06996fa_art_7_13_part3:0.029462|ba0d73daa9275fa1fe1e4694b_intro_1_part12:0.029387|ba0d73daa9275fa1fe1e4694b_intro_1_part13:0.028612|1dfb892e-6204-4404-9166-c861f06996fa_art_7_13_part2:0.028191|1dfb892e-6204-4404-9166-c861f06996fa_art_6_12:0.027242,1|2|7|6|12|15|3|4|13|11,4|7|3|5|1|2|14|17|9|16
109,2-ci qrup B aktivlərin nəzərə alınan hissəsi yüksək keyfiyyətli likvid aktivlərin hansı faizindən çox olmamalıdır və cəmi 2-ci qrup aktivlər üçün hədd nə qədərdir?,1dfb892e-6204-4404-9166-c861f06996fa_art_7_13_part2,1dfb892e-6204-4404-9166-c861f06996fa_art_7_13_part2|1dfb892e-6204-4404-9166-c861f06996fa_art_6_28|1dfb892e-6204-4404-9166-c861f06996fa_art_11_19_part2|98a6608d0eb4e83b612fde01f_art_4_13_part3|baab9bc790127f849f8ac1040_intro_1_part11|1dfb892e-6204-4404-9166-c861f06996fa_art_2_6|1dfb892e-6204-4404-9166-c861f06996fa_art_6_57|1dfb892e-6204-4404-9166-c861f06996fa_art_7_13_part1|1dfb892e-6204-4404-9166-c861f06996fa_art_8_39|“İnvestisiya şirkətinin davamlı kapital tələbləri haqqında Qaydalar”ın təsdiq edilməsi barədə_art_4_12_part2,1dfb892e-6204-4404-9166-c861f06996fa_art_7_13_part2:0.032787|1dfb892e-6204-4404-9166-c861f06996fa_art_6_28:0.031754|1dfb892e-6204-4404-9166-c861f06996fa_art_11_19_part2:0.029670|98a6608d0eb4e83b612fde01f_art_4_13_part3:0.028043|baab9bc790127f849f8ac1040_intro_1_part11:0.027402|1dfb892e-6204-4404-9166-c861f06996fa_art_2_6:0.026709|1dfb892e-6204-4404-9166-c861f06996fa_art_6_57:0.016129|1dfb892e-6204-4404-9166-c861f06996fa_art_7_13_part1:0.015873|1dfb892e-6204-4404-9166-c861f06996fa_art_8_39:0.015873|“İnvestisiya şirkətinin davamlı kapital tələbləri haqqında Qaydalar”ın təsdiq edilməsi barədə_art_4_12_part2:0.015625,1|2|10|5|12|18||3||4,1|4|5|19|14|12|2||3|
110,Stres ssenariləri hazırlanarkən nəzərə alınmalı olan əlverişsiz şərtlərə hansı itki və neqativ təsirlər daxildir?,1e1594e275bb96ef2c75aa1e8_art_7_8,1e1594e275bb96ef2c75aa1e8_art_7_8|511cdc58f232d5d9395551ae8_art_7_18|9018b71b0859bc7a490ea0f22_art_3_48|1dfb892e-6204-4404-9166-c861f06996fa_art_5_9_part2|1e1594e275bb96ef2c75aa1e8_art_4_5|ba0d73daa9275fa1fe1e4694b_art_3_35_part2|1dfb892e-6204-4404-9166-c861f06996fa_art_8_16|ba0d73daa9275fa1fe1e4694b_intro_1_part20|1e1594e275bb96ef2c75aa1e8_art_8_9|511cdc58f232d5d9395551ae8_art_7_8,1e1594e275bb96ef2c75aa1e8_art_7_8:0.032787|511cdc58f232d5d9395551ae8_art_7_18:0.031025|9018b71b0859bc7a490ea0f22_art_3_48:0.030366|1dfb892e-6204-4404-9166-c861f06996fa_art_5_9_part2:0.028175|1e1594e275bb96ef2c75aa1e8_art_4_5:0.027598|ba0d73daa9275fa1fe1e4694b_art_3_35_part2:0.026389|1dfb892e-6204-4404-9166-c861f06996fa_art_8_16:0.016129|ba0d73daa9275fa1fe1e4694b_intro_1_part20:0.016129|1e1594e275bb96ef2c75aa1e8_art_8_9:0.015625|511cdc58f232d5d9395551ae8_art_7_8:0.015625,1|3|9|10|11|12|2|||4,1|6|3|12|14|20||2|4|
111,Ekoloji risklər üzrə hazırlanan ssenarilərdə hansı ikili risk növü əhatə olunur və bu ssenarilərin hazırlanmasında hansı beynəlxalq şəbəkə nəzərə alına bilər?,511cdc58f232d5d9395551ae8_art_7_18,511cdc58f232d5d9395551ae8_art_7_18|511cdc58f232d5d9395551ae8_art_3_12|511cdc58f232d5d9395551ae8_art_8_19|511cdc58f232d5d9395551ae8_art_4_13|dc1546b51b6aa6b3d92409836_intro_1_part2|511cdc58f232d5d9395551ae8_art_6_15_part2|511cdc58f232d5d9395551ae8_art_5_14|dc1546b51b6aa6b3d92409836_art_5_12_part5|511cdc58f232d5d9395551ae8_art_1_10|511cdc58f232d5d9395551ae8_art_6_15_part1,511cdc58f232d5d9395551ae8_art_7_18:0.032787|511cdc58f232d5d9395551ae8_art_3_12:0.031498|511cdc58f232d5d9395551ae8_art_8_19:0.030214|511cdc58f232d5d9395551ae8_art_4_13:0.030077|dc1546b51b6aa6b3d92409836_intro_1_part2:0.029199|511cdc58f232d5d9395551ae8_art_6_15_part2:0.029083|511cdc58f232d5d9395551ae8_art_5_14:0.028958|dc1546b51b6aa6b3d92409836_art_5_12_part5:0.028694|511cdc58f232d5d9395551ae8_art_1_10:0.028595|511cdc58f232d5d9395551ae8_art_6_15_part1:0.027912,1|4|11|7||13|15|3|8|17,1|3|2|6|9|5|4|18|12|7
112,"""Sığortaçılarda korporativ idarəetmə standartları""na əsasən yaradılmış risklərin idarə edilməsi sistemi neçə müdafiə xəttindən ibarətdir və birinci müdafiə xətti nədən ibarətdir?",58696c0de75462383dba38398_intro_1_part20,Azərbaycan Respublikası Prezidentinin Fərmanı_art_10_16_part1|511cdc58f232d5d9395551ae8_art_4_13|Banklarda korporativ idarəetmə Standartları_art_13_23_part1|58696c0de75462383dba38398_intro_1_part20|58696c0de75462383dba38398_intro_1_part21|Banklarda korporativ idarəetmə Standartları_art_2_7_part1|Banklarda korporativ idarəetmə Standartları_art_1_6|Banklarda korporativ idarəetmə Standartları_art_14_25_part1|Azərbaycan Respublikası Prezidentinin Fərmanı_art_11_18_part1|Azərbaycan Respublikası Prezidentinin Fərmanı_art_2_4_part1,Azərbaycan Respublikası Prezidentinin Fərmanı_art_10_16_part1:0.032266|511cdc58f232d5d9395551ae8_art_4_13:0.032018|Banklarda korporativ idarəetmə Standartları_art_13_23_part1:0.031754|58696c0de75462383dba38398_intro_1_part20:0.031514|58696c0de75462383dba38398_intro_1_part21:0.031258|Banklarda korporativ idarəetmə Standartları_art_2_7_part1:0.028778|Banklarda korporativ idarəetmə Standartları_art_1_6:0.028219|Banklarda korporativ idarəetmə Standartları_art_14_25_part1:0.027810|Azərbaycan Respublikası Prezidentinin Fərmanı_art_11_18_part1:0.027425|Azərbaycan Respublikası Prezidentinin Fərmanı_art_2_4_part1:0.027151,1|4|2|5|3|9|14|6|7|19,3|1|4|2|5|10|8|19|20|9
113,"Əmlakın ekoloji və ""dayanıqlılıq"" göstəricilərini dəstəkləyən təkmilləşdirmələrə hansı nümunələr aid edilir?",5b725bb224d33e2085294c793_art_7_24,dc1546b51b6aa6b3d92409836_intro_1_part4|5b725bb224d33e2085294c793_art_7_24|5b725bb224d33e2085294c793_art_6_23|5b725bb224d33e2085294c793_art_2_11|dc1546b51b6aa6b3d92409836_art_5_11_part4|dc1546b51b6aa6b3d92409836_art_5_12_part4|5b725bb224d33e2085294c793_art_16_33|5b725bb224d33e2085294c793_art_9_26|dc1546b51b6aa6b3d92409836_intro_1_part5|5b725bb224d33e2085294c793_art_4_13,dc1546b51b6aa6b3d92409836_intro_1_part4:0.042577|5b725bb224d33e2085294c793_art_7_24:0.032787|5b725bb224d33e2085294c793_art_6_23:0.032002|5b725bb224d33e2085294c793_art_2_11:0.029710|dc1546b51b6aa6b3d92409836_art_5_11_part4:0.026501|dc1546b51b6aa6b3d92409836_art_5_12_part4:0.026491|5b725bb224d33e2085294c793_art_16_33:0.016129|5b725bb224d33e2085294c793_art_9_26:0.015873|dc1546b51b6aa6b3d92409836_intro_1_part5:0.015625|5b725bb224d33e2085294c793_art_4_13:0.015385,20|1|3|11|14|15|2||4|5,7|1|2|4|17|16||3||
114,BOKT-nin əvvəlki rübdə milli valyutada verdiyi istehlak krediti növü üzrə orta faiz dərəcəsi hansı düsturla hesablanır?,6c51a485-6986-4257-b6e0-25475732f1dc_art_2_16,6c51a485-6986-4257-b6e0-25475732f1dc_art_2_16|6c51a485-6986-4257-b6e0-25475732f1dc_art_1_15|6c51a485-6986-4257-b6e0-25475732f1dc_art_8_12|f15fd85d-3c4e-4d87-aa78-8367ca166daf_art_4_8_part2|98a6608d0eb4e83b612fde01f_art_3_25_part5|ba0d73daa9275fa1fe1e4694b_intro_1_part19|baab9bc790127f849f8ac1040_intro_1_part24|6c51a485-6986-4257-b6e0-25475732f1dc_art_3_17|98a6608d0eb4e83b612fde01f_art_4_13_part7|ba0d73daa9275fa1fe1e4694b_art_3_35_part4,6c51a485-6986-4257-b6e0-25475732f1dc_art_2_16:0.032787|6c51a485-6986-4257-b6e0-25475732f1dc_art_1_15:0.032258|6c51a485-6986-4257-b6e0-25475732f1dc_art_8_12:0.031746|f15fd85d-3c4e-4d87-aa78-8367ca166daf_art_4_8_part2:0.029911|98a6608d0eb4e83b612fde01f_art_3_25_part5:0.029010|ba0d73daa9275fa1fe1e4694b_intro_1_part19:0.027984|baab9bc790127f849f8ac1040_intro_1_part24:0.015625|6c51a485-6986-4257-b6e0-25475732f1dc_art_3_17:0.015385|98a6608d0eb4e83b612fde01f_art_4_13_part7:0.015385|ba0d73daa9275fa1fe1e4694b_art_3_35_part4:0.015152,1|2|3|10|7|13|4|5||6,1|2|3|4|11|10|||5|
